# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Mar  5 02:02:54 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
#
pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_age,st_ageerr1,st_ageerr2,st_agelim
55 Cnc b,55 Cnc,14.65155200000,0.00003600000,-0.00003600000,0,0.1180000000,0.0020000000,-0.0020000000,0,13.90000000,,,0,263.97850000,1.04880000,-1.04880000,0,0.540000,,,0,0.002900,0.002700,-0.002000,0,,,,,700.00,,,0,5198.00,31.00,-31.00,0,0.980000,0.016000,-0.016000,0,1.015000,0.051000,-0.051000,0,-0.19695,0.01250,-0.01039,0,10.0000,,,-1
55 Cnc c,55 Cnc,44.39360000000,0.00240000000,-0.00240000000,0,0.2470000000,0.0040000000,-0.0040000000,0,8.51000000,,,0,54.47380000,1.74800000,-1.74800000,0,0.486000,,,0,0.088000,0.230000,-0.230000,0,,,,,,,,,5198.00,31.00,-31.00,0,0.980000,0.016000,-0.016000,0,1.015000,0.051000,-0.051000,0,-0.19695,0.01250,-0.01039,0,10.0000,,,-1
55 Cnc d,55 Cnc,4799.00000000000,4.90000000000,-15.00000000000,0,5.6000000000,0.1000000000,-0.1000000000,0,13.00000000,,,0,1232.49300000,21.61200000,-21.61200000,0,3.080000,,,0,0.091300,0.006700,-0.006700,0,,,,,,,,,5198.00,31.00,-31.00,0,0.980000,0.016000,-0.016000,0,1.015000,0.051000,-0.051000,0,-0.19695,0.01250,-0.01039,0,10.0000,,,-1
55 Cnc e,55 Cnc,0.73654740000,0.00000130000,-0.00000140000,0,0.0154400000,0.0000500000,-0.0000500000,0,1.87500000,0.02900000,-0.02900000,0,7.99000000,0.32000000,-0.33000000,0,6.660000,0.430000,-0.400000,0,0.050000,0.030000,-0.030000,0,2657.8322,,,0,1958.00,15.00,-15.00,0,5172.00,18.00,-18.00,0,0.943000,0.010000,-0.010000,0,0.905000,0.015000,-0.015000,0,-0.19695,0.01250,-0.01039,0,5.5000,2.5000,-2.5000,0
55 Cnc f,55 Cnc,260.58000000000,0.15000000000,-0.15000000000,0,0.8020000000,0.0140000000,-0.0140000000,0,7.59000000,,,0,44.81200000,3.81400000,-3.81400000,0,0.563000,,,0,0.063000,0.048000,-0.043000,0,,,,,,,,,5198.00,31.00,-31.00,0,0.980000,0.016000,-0.016000,0,1.015000,0.051000,-0.051000,0,-0.19695,0.01250,-0.01039,0,10.0000,,,-1
6 Lyn b,6 Lyn,919.86000000000,1.92000000000,-3.71000000000,0,2.0280000000,0.0030000000,-0.0050000000,0,13.40000000,,,0,597.83523357,12.07747947,-28.28672822,0,1.370000,,,0,0.042000,0.024000,-0.032000,0,,,,,,,,,4941.00,,,0,4.940000,0.550000,-0.500000,0,1.320000,0.200000,-0.210000,0,1.11860,0.09545,-0.09823,0,2.3530,0.2110,-0.2110,0
61 Vir b,61 Vir,4.21500000000,0.00060000000,-0.00060000000,0,0.0502010000,0.0000050000,-0.0000050000,0,2.11000000,,,0,5.10000000,0.50000000,-0.50000000,0,2.980000,,,0,0.120000,0.110000,-0.110000,0,,,,,,,,,5577.00,33.00,-33.00,0,0.963000,0.011000,-0.011000,0,0.942000,0.034000,-0.029000,0,-0.09500,0.00300,-0.00300,0,8.9600,2.7600,-3.0800,0
61 Vir c,61 Vir,38.02100000000,0.03400000000,-0.03400000000,0,0.2175000000,0.0001000000,-0.0001000000,0,4.46000000,,,0,18.20000000,1.10000000,-1.10000000,0,1.130000,,,0,0.140000,0.060000,-0.060000,0,,,,,,,,,5577.00,33.00,-33.00,0,0.963000,0.011000,-0.011000,0,0.942000,0.034000,-0.029000,0,-0.09500,0.00300,-0.00300,0,8.9600,2.7600,-3.0800,0
61 Vir d,61 Vir,123.01000000000,0.55000000000,-0.55000000000,0,0.4760000000,0.0010000000,-0.0010000000,0,5.11000000,,,0,22.90000000,2.60000000,-2.60000000,0,0.943000,,,0,0.350000,0.090000,-0.090000,0,,,,,,,,,5577.00,33.00,-33.00,0,0.963000,0.011000,-0.011000,0,0.942000,0.034000,-0.029000,0,-0.09500,0.00300,-0.00300,0,8.9600,2.7600,-3.0800,0
7 CMa b,7 CMa,735.10000000000,14.80000000000,-1.00000000000,0,1.7580000000,0.0240000000,-0.0010000000,0,13.40000000,,,0,587.98550000,19.06980000,-19.06980000,0,1.340000,,,0,0.060000,0.030000,-0.030000,0,,,,,,,,,4826.00,45.00,-55.00,0,4.870000,0.170000,-0.140000,0,1.340000,0.110000,-0.120000,0,1.06258,0.01150,-0.00759,0,4.3000,0.9000,-1.3000,0
7 CMa c,7 CMa,996.00000000000,1.50000000000,-52.40000000000,0,2.1530000000,0.0030000000,-0.0800000000,0,13.90000000,,,0,276.51210000,19.06980000,-19.06980000,0,0.566000,,,0,0.080000,0.050000,-0.040000,0,,,,,,,,,4826.00,45.00,-55.00,0,4.870000,0.170000,-0.140000,0,1.340000,0.110000,-0.120000,0,1.06258,0.01150,-0.00759,0,4.3000,0.9000,-1.3000,0
70 Vir b,70 Vir,116.68800000000,0.00540000000,-0.00540000000,0,0.4810000000,0.0220000000,-0.0220000000,0,12.60000000,,,0,2380.45000000,193.87000000,-193.87000000,0,6.540000,,,0,0.398800,0.001900,-0.001900,0,,,,,,,,,5495.00,,,0,1.890000,,,0,1.090000,,,0,0.45130,0.00940,-0.00960,0,7.7700,0.5100,-0.5100,0
75 Cet b,75 Cet,696.62000000000,1.33000000000,-1.69000000000,0,1.9120000000,0.0020000000,-0.0030000000,0,13.30000000,,,0,787.89662095,23.51930212,-28.60455663,0,1.840000,,,0,0.093000,0.026000,-0.042000,0,,,,,,,,,4809.00,,,0,10.380000,0.150000,-0.260000,0,1.920000,0.070000,-0.080000,0,1.71450,0.01207,-0.02103,0,,,,
